"x.1" "x.2" "x.3" "gr" "gr_quanti"
"1" 1.34330082331685 -2.35927533773338 TRUE "g1" 0
"2" 4.59064491798272 -0.287917846476157 TRUE "g1" 0
"3" 0.763370523389214 -1.18293476491288 TRUE "g1" 0
"4" 1.32693407511497 0.599837656786806 FALSE "g1" 0
"5" 3.26669037704341 3.25902222833392 FALSE "g1" 0
"6" 1.48362195498735 1.02170266286683 FALSE "g1" 0
"7" -1.55161324647767 1.12805925664753 FALSE "g1" 0
"8" 1.84967617081969 -1.67264619891016 TRUE "g1" 0
"9" 0.245775622853497 1.80464564285328 TRUE "g1" 0
"10" -1.47733824314551 2.35173044204752 TRUE "g1" 0
"11" -1.57274896887085 0.0606469418564198 TRUE "g1" 0
"12" -0.310174633792039 4.07268953941621 TRUE "g1" 0
"13" 1.1997626217994 -1.48491720867156 TRUE "g1" 0
"14" -3.62877586240847 -2.15950053886 FALSE "g1" 0
"15" 1.92094419730791 4.27014992906066 TRUE "g1" 0
"16" 1.20931157521337 2.51025515241533 FALSE "g1" 0
"17" -0.00636565921901439 -1.90155468556705 FALSE "g1" 0
"18" -0.145817761420291 -1.36362944878076 TRUE "g1" 0
"19" -1.2315059308015 -0.471892574562408 TRUE "g1" 0
"20" 0.680485527051543 1.45474495303112 TRUE "g1" 0
"21" -2.03461436357461 -0.713265400590436 TRUE "g1" 0
"22" 4.35792137760763 2.03094792591595 FALSE "g1" 0
"23" 2.82755770563258 1.92174974914478 TRUE "g1" 0
"24" -3.36615375148954 2.29837271689577 TRUE "g1" 0
"25" -1.25038409905751 3.88261849685721 TRUE "g1" 0
"26" -3.0620983788541 1.55967252359146 FALSE "g1" 0
"27" 5.23298372125426 -2.68773048890917 TRUE "g1" 0
"28" 1.01768049680403 0.337820163631658 TRUE "g1" 0
"29" -0.941930247313809 0.95118169950108 TRUE "g1" 0
"30" -3.30360270372751 3.56322915972909 TRUE "g1" 0
"31" -1.06972662412929 4.15120378229689 FALSE "g1" 0
"32" -2.81060135960975 5.91299291974711 TRUE "g1" 0
"33" -1.08710914700803 1.90777228236283 TRUE "g1" 0
"34" -2.21790553474655 0.769041476015342 FALSE "g1" 0
"35" 0.796393520191149 0.0327275791011722 FALSE "g1" 0
"36" -0.409009179061369 4.72250586213298 FALSE "g1" 0
"37" 0.18997496950502 2.24513001384883 FALSE "g1" 0
"38" 0.287327182124808 1.3067955487421 TRUE "g1" 0
"39" -0.624743252760007 2.04861587149149 FALSE "g1" 0
"40" -0.177694804370962 0.620335636611579 FALSE "g1" 0
"41" -2.69058149300917 3.07742141459553 FALSE "g1" 0
"42" -2.17771856771694 0.0658093995395984 FALSE "g1" 0
"43" 2.20988630801109 1.22330880196047 FALSE "g1" 0
"44" 0.0799794015569611 0.435145449538096 FALSE "g1" 0
"45" 1.25625895098262 -3.30552120314108 TRUE "g1" 0
"46" 1.49232979922773 0.0542001572570716 TRUE "g1" 0
"47" -1.145067595888 0.961402447776243 TRUE "g1" 0
"48" 0.605967427631141 0.0176588685952745 TRUE "g1" 0
"49" 0.236072762167437 1.98618358734126 FALSE "g1" 0
"50" 0.505652773826928 1.66839630565903 TRUE "g1" 0
"51" 1.1901246946301 -0.492365716925877 FALSE "g1" 0
"52" 1.59489589884716 3.6712272818819 FALSE "g1" 0
"53" 0.808426519664136 2.6610651405928 TRUE "g1" 0
"54" -3.01435874072414 -0.578766375014279 TRUE "g1" 0
"55" 0.714704811631676 1.06612426315436 TRUE "g1" 0
"56" -0.0916666959287442 1.7032560041862 FALSE "g1" 0
"57" 1.56406511112091 0.386804667432136 TRUE "g1" 0
"58" 0.526058586230026 2.66188855593647 FALSE "g1" 0
"59" -0.119751306232387 4.66029484161765 TRUE "g1" 0
"60" 3.90197460508058 1.63156323467921 FALSE "g1" 0
"61" -0.372595261449874 1.85197390812261 TRUE "g1" 0
"62" -0.153118971510925 -0.110175722513716 FALSE "g1" 0
"63" -0.388797453413342 0.821947220218867 TRUE "g1" 0
"64" -3.21478398730245 -3.23494363488709 TRUE "g1" 0
"65" 4.31688057740809 -0.573849183612513 FALSE "g1" 0
"66" 4.01782140772475 1.67622909849931 FALSE "g1" 0
"67" -0.65898683444362 -1.25756953524253 TRUE "g1" 0
"68" 0.437127718003891 6.07503470248495 FALSE "g1" 0
"69" -2.19077610580517 -0.528563146693403 FALSE "g1" 0
