"y"	"x.1"	"x.2"	"x.3"	"x.4"	"x.5"	"x.6"	"x.7"	"x.8"	"x.9"	"x.10"
"1"	6.22677984977111	-1.59571790357327	-0.255838350760161	1.04804018052353	1.70283882367528	1.28072044087059	0.391427994306676	0.584800089238205	0.261683795375283	-1.79947561850091	0.712451317952262
"2"	-3.18444360325693	1.72422857294713	0.599976191579886	0.0938187365912648	1.31177340664613	-2.18277475796976	-0.464489415360701	-0.273726341745956	-1.43565523040192	-0.953009393018854	0.599510796317192
"3"	0.0971867611410562	1.00171711001652	0.711465723881902	0.695616883396957	-0.0359406478529131	-1.49489627478471	0.765725753916914	0.688094824492725	-1.04941129818885	-0.277113751039994	1.73160158867228
"4"	1.63408996493799	0.147047763412224	-0.810421849767665	0.634098031061371	-0.435723625461541	0.290709256347267	-0.464527491460031	0.130382718354909	1.68156169728425	-0.224178912955983	1.72755684967949
"5"	-4.08667174416489	0.164425136932595	-0.0233773597773631	-1.12417237738616	-0.6531764913965	0.157452407166546	2.21631988446691	1.97469384325974	-0.35910060478346	0.834054089797796	1.13273581463431
"6"	-2.20567896505161	1.38905332643706	-0.188028747817433	-1.27218695219403	1.03207295542579	0.312939468096748	-0.647295234570044	0.978905849517149	-0.520144178608019	0.380269807957827	0.527379607644296
"7"	-3.6621038462701	0.470224479440297	1.27284240652718	0.242155244614954	1.7159748866937	-1.29339808476221	-0.637549276127003	1.88289874514159	1.90485564592152	-0.197068508853115	-0.0887990831206931
"8"	5.35048714769313	-1.9094384620046	1.43663101114753	1.79546883980147	-1.66180219427092	0.511827631117013	0.375310178005029	1.33159060272877	-0.499008751306663	1.30075259015295	0.210401399150611
"9"	0.550726527774971	-1.51578226122865	1.86458591497065	0.317106358616644	-0.874746690109654	-0.173950845754689	0.275224958072703	1.10907533200051	-1.56074742437836	0.294791647224463	-0.220241305385053
"10"	1.28225976616578	1.1382070481718	0.377612259616029	-0.136910032031369	0.660948023314472	0.814554336718408	-1.57666908733155	1.30326009196668	-1.93314297098778	-0.373047308034231	1.25345188939684
"11"	2.37029222154033	-0.496694181547575	-0.866097850738869	0.608758409100088	0.443884155678749	0.976496349138739	-0.142336629854918	1.17471089215096	0.506382669663714	0.475358962991697	2.56389157305709
"12"	2.60164176767924	-1.24811128095002	0.598139717483614	1.27973957210417	0.116259558400761	-0.883808536215156	0.587629387284153	1.43976088918647	-1.27960059494351	1.21209023612571	2.17741791624005
"13"	-3.09057260712437	0.840873688331789	-0.320494768874227	-0.153209932510239	-0.671662957932671	-1.47190295879418	0.302262410884802	-0.245536975006948	1.31181422509591	-0.76599103629135	-0.283514259290182
"14"	-0.245350973692734	0.577101207321185	-0.469490810841631	-0.399116011023887	0.970843134205462	0.487250499821158	-0.0980717924174667	-0.82809133673477	0.148938887685786	0.568587174568682	-0.0226071689657483
"15"	-1.70386151167631	-0.553641867314574	1.65097994243516	0.424383952965829	0.759871704547021	-1.40886622237228	0.535922515488241	0.642791000650032	-1.45465315517401	0.133633941669516	-0.496914118943154
"16"	-0.271347040699331	-1.20202065159316	0.170654212432005	0.307773887714666	-1.00284873470434	-0.376868550096323	0.356216061296586	2.12611599094801	0.606994733906043	-0.668317607419996	-0.0610213400755864
"17"	-1.18474906625696	-0.425211186081433	3.21696085779792	0.744052452776002	2.16593550456714	-1.15983350724041	-0.606266544038113	-2.14893002237136	-0.00896205405766692	0.77901618515302	0.561868941119782
